0,1,2,3,4,5,6,7,8,ID
cereza, fresa,,arándano, ciruela,,roble, tabaco,,8618056
mora, frutos del bosque...,,frambuesa, frutos rojos...,,chocolate, roble, tabac...,1176487
cereza, frutos rojos, g...,cuero, humo, hongo,mora, casis, mirtilo,1152683
roble, chocolate, vaini...,mora, ciruela, cereza n...,cereza, frambuesa, frut...,2628359
roble, chocolate, caram...,fruta negra, mora, frut...,cereza, frambuesa, frut...,2099266
frutos rojos,,,No disponible,,,No disponible,,,1549673
roble, vainilla, tabaco,frutos rojos, cereza, f...,ciruela, mora, casis,1653817
frutos rojos, cereza, a...,roble, vainilla, tabaco,cereza negra, fruta neg...,,1158443
roble,,,casis,,,cereza,,,1864832
cereza, fresa, frambues...,Terroso, minerales,,ciruela,,,7883036
casis, arándano, ciruel...,cereza, fresa, frutos r...,regaliz, pimienta, salv...,5422053
roble, vainilla, tabaco,cereza, frutos rojos, f...,ciruela, arándano, jamb...,1229780
mora, ciruela, frutos d...,roble, chocolate, vaini...,cuero, Terroso, humo,4130793
No disponible,,,No disponible,,,No disponible,,,5167449
mora, cereza negra, fru...,roble, caramelo, masas ...,cacao, cuero,,1941374
cereza, frutos rojos, f...,vainilla, roble, chocol...,ciruela, casis, mora,2152418
roble, vainilla, manteq...,cuero, Terroso, humo,cereza, frutos rojos, f...,1968075
cereza, frambuesa, frut...,ciruela, mora, frutos d...,tabaco, vainilla, choco...,1566718
cuero, Terroso, hoja de...,mora, fruta negra, merm...,cereza, arándano rojo, ...,1220836
mora, mora madura,,roble, vainilla,,cereza, grosella roja, ...,3973851
cereza, frutos rojos,,aceto balsámico, Terros...,,canela,,,1198590
roble, vainilla, chocol...,frutos del bosque, ciru...,,cereza, frambuesa, frut...,1170617
ciruela, arándano, frut...,cereza, arándano rojo, ...,roble, chocolate con le...,,5795233
cereza, frutos rojos,,vainilla,,,pimienta, pimienta blan...,,6023690
No disponible,,,No disponible,,,No disponible,,,1224246
cereza, frambuesa, frut...,casis, mora, frutos del...,roble, vainilla, tabaco,1177475
roble, vainilla, chocol...,ciruela, mora, frutos d...,cereza, frambuesa, frut...,1999623
fresa, cereza, frambues...,roble, vainilla, chocol...,ciruela, mermelada, mor...,1187897
No disponible,,,No disponible,,,No disponible,,,1859669
roble, vainilla, tabaco,mora, ciruela, fruta ne...,cereza, frutos rojos, f...,1149907
roble, vainilla, chocol...,cereza, frutos rojos, f...,cuero, Terroso, grafito,2033280
cereza, grosella roja, ...,banana,,,fruta negra,,,1986382
roble, coco, vainilla,mora, ciruela, mermelad...,cacao, Terroso, cuero,13940
ciruela, mora, fruta ne...,cereza, fresa, cereza r...,chocolate, roble, tabac...,1902638
frutos rojos, grosella ...,,cuero, Terroso, carne a...,mora,,,1224401
ciruela, aceituna negra...,,cuero, solución salina,,arándano rojo deshidrat...,,,11228028
mora, fruta negra, ciru...,tabaco, roble, chocolat...,cereza, frutos rojos, f...,2356292
ciruela, mora, cereza n...,cereza, frambuesa, frut...,roble, tabaco, vainilla,85756
humo, cuero, Terroso,roble, tabaco, café,ciruela, mora, casis,6941497
roble, vainilla, tabaco,cereza, frutos rojos, a...,humo, Terroso, hierro,1173849
mora, ciruela, fruta ne...,vainilla, tabaco, choco...,cereza, frambuesa, frut...,1246099
No disponible,,,No disponible,,,No disponible,,,1220124
frutos rojos, frambuesa...,,mora, arándano, jambul,canela, regaliz, pimien...,1392241
casis, mora, ciruela,Terroso, minerales, hum...,roble, coco, vainilla,2410049
cereza, frambuesa,,No disponible,,,No disponible,,,8029291
frambuesa, cereza, fres...,tabaco, vainilla, choco...,mora, cereza negra, zar...,1198075
frambuesa, cereza roja,...,chocolate, chocolate am...,,hoja de laurel, eucalip...,,6595086
ciruela, mora, casis,cítrico, pomelo,,frambuesa, grosella roj...,,1400189
mora, ciruela, arándano,humo, cuero, Terroso,cereza, arándano rojo, ...,1543290
cereza, frutos rojos, a...,anís, regaliz, pimienta,hierba,,,6847609
casis, mora, ciruela,Terroso, humo, cuero,roble, chocolate, clavo...,2572738
roble, chocolate, vaini...,mora, arándano, cereza ...,cereza, frambuesa, arán...,1278316
roble, tabaco, vainilla,fruta negra, boysenberr...,,frutos rojos,,,1477931
cereza, frambuesa, fres...,roble, nuez moscada,,pimienta,,,1136050
roble, vainilla, chocol...,cereza, frutos rojos, a...,ciruela, fruta negra, c...,1183003
ciruela, mora, casis,roble, vainilla, chocol...,frutos rojos, cereza, f...,2679432
cereza, frutos rojos, f...,roble, vainilla, cigarr...,regaliz, pimienta, tomi...,3941561
chocolate, café, roble,cereza, frutos rojos, f...,mulberry, ciruela agria...,,2258819
No disponible,,,No disponible,,,No disponible,,,1432687
ciruela,,,cereza,,,vainilla,,,1715825
chocolate, cedro, café,arándano, ciruela, casi...,cereza, frambuesa, fres...,1837759
ciruela,,,granada,,,carne asada,,,1796323
roble, vainilla, chocol...,ciruela, mora, arándano,cereza, frutos rojos, f...,2392581
roble, tabaco, chocolat...,cuero, minerales, humo,fruta negra, frutos del...,,2069517
arándano, casis, mora,Terroso, cuero, humo,cereza, frambuesa, frut...,1169814
vainilla, roble, cedro,fruta negra, mora, casi...,canela, pimienta,,5662074
cereza, frutos rojos, f...,Terroso, humo, aceto ba...,casis, ciruela, mora,1395858
frutos rojos, cereza, f...,roble, chocolate, vaini...,pimienta, regaliz, cane...,77150
casis,,,frutos rojos,,,No disponible,,,1197872
cereza, frutos rojos,,fruta negra, casis, fru...,roble, vainilla,,1198467
regaliz, pimienta,,arándano,,,arándano rojo,,,2397947
frutos del bosque, ciru...,,cereza, fresa,,Terroso, cuero,,1387180
cereza, fresa, cerezo á...,mora, fruta negra, arán...,cacao, cuero, humo,1159103
violeta,,,No disponible,,,No disponible,,,6313177
roble, chocolate, vaini...,cereza negra, casis, fr...,menta, pimienta,,8237158
casis,,,cuero,,,No disponible,,,4945481
casis,,,frambuesa,,,No disponible,,,1669026
mora, fruta negra, arán...,cereza, frambuesa, frut...,humo, Terroso, grafito,1731540
frambuesa, fresa, cerez...,fruta negra, mermelada,...,pimienta, regaliz, salv...,1169156
aceituna negra,,,pasas de uva,,,queso,,,2330485
fruta negra, ciruela, a...,roble, vainilla, tabaco,pimienta, regaliz, cane...,1219913
cereza, frambuesa, frut...,casis, mermelada de bay...,,roble, bebida cola, vai...,1826171
cereza, frambuesa, frut...,roble, chocolate, vaini...,sílex, grafito, hierro,4537662
cereza, cerezo ácido,,caramelo,,,No disponible,,,1387207
cereza, frambuesa, frut...,Terroso,,,No disponible,,,1236654
roble, vainilla, tabaco,cereza, fresa, frutos r...,ciruela, fruta negra, m...,1244278
manzana,,,cítrico,,,mantequilla,,,92130
roble, tabaco, chocolat...,cereza, fresa, frambues...,cuero, Terroso, humo,2737003
trufa negra, cuero, min...,fruta seca, ciruela pas...,,roble,,,1293405
fruta negra,,,cereza roja,,,pimienta blanca,,,1783077
cereza,,,No disponible,,,No disponible,,,3072892
cereza, fresa, grosella...,olla de barro, Carne ad...,,tabaco, roble,,1755923
frambuesa, cereza, cere...,Terroso, humo,,tabaco, vainilla,,1438824
No disponible,,,No disponible,,,No disponible,,,1441285
mora, arándano, ciruela,roble, vainilla, chocol...,cereza, frambuesa, frut...,2309251
No disponible,,,No disponible,,,No disponible,,,10850450
vainilla, roble, clavo ...,fresa, cereza, frambues...,casis, mora, arándano,1421725
chocolate para cocinar,...,,galleta, nuez negra, br...,cereza, bebida cola de ...,,8484522
roble, vainilla, chocol...,mora, ciruela, frutos d...,cuero, Terroso, humo,86853
roble, tabaco, vainilla,frutos rojos, cereza, f...,minerales, humo, alquit...,8432124
No disponible,,,No disponible,,,No disponible,,,9880393
roble, tabaco, vainilla,cuero, Terroso, humo,ciruela, mora, cereza n...,2318810
chocolate, roble, vaini...,ciruela, mora, cereza n...,cuero, humo, Terroso,1712454
cereza, frutos rojos, f...,roble, tabaco,,caucho,,,6805627
fresa, frambuesa, cerez...,minerales, Terroso, hum...,cítrico, pomelo, limón,75206
cereza, frambuesa, frut...,aceto balsámico, cuero,,roble,,,3613076
casis, frutos del bosqu...,,Terroso, trufa negra,,No disponible,,,1738809
cereza, frambuesa, frut...,cuero, alquitrán, humo,roble, vainilla,,6027081
cacao, Terroso,,mantequilla, cedro, rob...,cereza negra, casis,,7397982
cereza, frutos rojos,,pasas de uva,,,minerales,,,5903496
roble, vainilla, chocol...,cuero, Terroso, humo,ciruela, mora, frutos d...,1423563
frutos rojos, fresa, ce...,hongo, Terroso, mineral...,ruibarbo, espárrago,,1990881
fruta negra, mora, arán...,roble, tabaco, vainilla,fresa, frutos rojos, fr...,9759551
mora, casis, frutos del...,chocolate, tabaco,,cuero,,,11513728
cereza negra, mora, cas...,tabaco, vainilla,,sabor a nuez,,,1889947
roble, tabaco, clavo de...,Terroso, tabaco de masc...,,pimienta, canela, anís,60954
hongo, pizarra, humo,roble, tabaco,,casis,,,2857693
Terroso, cuero, humo,cereza,,,pimienta,,,7838383
mora, ciruela, cereza n...,pimienta, hierbas secas...,,cedro, chocolate amargo...,,1740623
cereza,,,minerales,,,levadura,,,9079140
Terroso, aceto balsámic...,,cereza, fresa fresca, c...,ciruela, mora,,1197366
chocolate, cigarro, rob...,mora, arándano, ciruela,cuero, suelo del bosque...,,1721410
mora, ciruela, frutos d...,cereza, frambuesa, frut...,pimienta, hierbas secas...,,1112498
cereza, frambuesa,,roble, tabaco, incienso,cereza negra, mora, ará...,1722815
fresa, frambuesa, cerez...,Terroso, hongo, suelo d...,roble, tabaco, vainilla,79029
tabaco, roble, eneldo,ciruela, cereza negra, ...,cuero, humo, Terroso,10929723
roble, tabaco, chocolat...,ciruela, frutos del bos...,,cuero, Terroso, humo,61274
fresa, cereza, grosella...,pomelo, naranja roja, n...,hongo, cuero, minerales,7517684
cereza, frambuesa, frut...,cuero, Terroso, mineral...,mora, fruta negra, acei...,1485139
pimienta,,,Terroso,,,No disponible,,,6860620
roble, chocolate, mezcl...,cuero, humo, aceto bals...,cereza, arándano rojo, ...,5838026
cuero, Terroso, humo,cereza, frutos rojos, f...,vainilla, roble, chocol...,1156759
vainilla, roble, chocol...,mora, fruta negra, frut...,Terroso, humo, cacao,1986695
Terroso, cuero, mineral...,mora, fruta negra, frut...,frutos rojos, cereza, f...,7876396
vainilla, roble, manteq...,casis, fruta negra, mer...,pimienta, eucalipto, aj...,1189733
fresa, cereza, frutos r...,Terroso, suelo del bosq...,,roble, vainilla, tabaco,2287017
mora, ciruela, fruta ne...,cuero, Terroso, mineral...,cereza, frambuesa, fres...,1165226
mora, cereza negra, cas...,suelo del bosque, Terro...,,chocolate, café,,2461344
ciruela,,,higo,,,frambuesa, frutos rojos,,2257998
roble, tabaco, caramelo,frutos rojos, frambuesa...,,aceto balsámico, cuero,...,8476583
frutos rojos, arándano ...,,mora, ciruela, arándano,humo, Terroso, cuero,2294794
roble, chocolate, tabac...,cuero, Terroso, aceto b...,mora, frutos del bosque...,,1377801
Terroso, suelo del bosq...,,mora, arándano, frutos ...,chocolate, tabaco, vain...,6129719
cereza, fresa, frutos r...,tostada, nuez,,yogur,,,4436801
cereza, frutos rojos, f...,cuero, solución salina,...,cítrico, naranja,,9098120
No disponible,,,No disponible,,,No disponible,,,2169782
casis, mora, casis,vainilla, tabaco, choco...,cuero, minerales, humo,1293902
roble, vainilla, chocol...,mora, frutos del bosque...,,cereza, frutos rojos, f...,1187752
Terroso, maleza, humo,café, café moca, roble,mora, fruta negra, merm...,1140882
cuero, Terroso, humo,casis, mora, ciruela,cereza, frutos rojos, f...,1774578
No disponible,,,No disponible,,,No disponible,,,9925007
mora, arándano, frutos ...,cereza, frambuesa, frut...,roble, vainilla, carame...,1140880
frambuesa, fresa, cerez...,Terroso, humo,,hierbas secas, canela, ...,1241974
roble, clavo de olor, c...,regaliz, pimienta, ment...,fruta negra, frutos del...,,2185778
No disponible,,,No disponible,,,No disponible,,,10605773
roble, tabaco, cedro,cereza negra, fruta neg...,,cuero, Terroso, aceto b...,5632004
Terroso, humo, hongo,frambuesa, cereza, frut...,hoja de laurel, pimient...,,6811534
cereza, frutos rojos, f...,cuero, aceto balsámico,...,pimienta, regaliz, hier...,1612250
crema, aceite, sudor,roble,,,No disponible,,,9818292
roble, chocolate, vaini...,ciruela, cereza negra, ...,cereza, fresa, frambues...,1587376
vainilla, roble, chocol...,ciruela, casis, mora,cereza, frutos rojos, f...,1166880
cereza negra, jambul, m...,tabaco, chocolate amarg...,,aceto balsámico, grafit...,,5744439
roble, vainilla, clavo ...,Terroso, suelo del bosq...,,cereza negra, mora, cas...,5513313
cereza, frutos rojos, a...,Terroso, cuero, hongo,tabaco, roble, cedro,19386
roble, tabaco, vainilla,cuero, Terroso, alquitr...,cereza, fresa, frutos r...,1100733
frambuesa, cereza, gros...,fruta negra, casis, mor...,Terroso, cuero, alquitr...,1605312
cereza, frambuesa, frut...,Terroso, hongo, suelo d...,roble, chocolate, vaini...,1702417
cereza, frambuesa, fres...,cuero, minerales, Terro...,ciruela, fruta negra, c...,1806153
frambuesa, arándano roj...,,casis, mermelada, fruta...,minerales, Terroso, Car...,1217271
chocolate amargo, roble...,,mora, casis, frutos del...,granada, frambuesa, gro...,6284496
granada, cereza, frambu...,fruta negra, cereza neg...,,tabaco, roble, vainilla,8375653
cereza, frutos rojos, f...,ciruela, mora, mermelad...,roble, vainilla, tabaco,3885158
No disponible,,,No disponible,,,No disponible,,,11915513
frutos del bosque,,,No disponible,,,No disponible,,,3542750
mora, ciruela, casis,roble, vainilla, cedro,cuero, Terroso, humo,1289969
cereza, frutos rojos, f...,cuero, Terroso, hongo,mora, mermelada, ciruel...,1866089
roble, tabaco, clavo de...,cereza, frutos rojos, a...,cereza negra, jambul, m...,7632059
cereza, frambuesa, fres...,Terroso, hongo, mineral...,roble, vainilla, manteq...,1128877
No disponible,,,No disponible,,,No disponible,,,12037815
No disponible,,,No disponible,,,No disponible,,,1905879
ciruela, mermelada,,cereza,,,pimienta,,,1462859
frambuesa, frutos rojos...,,pimienta verde, regaliz...,,humo,,,10098126
arándano rojo, fresa, c...,roble, vainilla, eneldo,regaliz, pimienta, cane...,6388017
cereza, frambuesa, arán...,cuero, alquitrán, Terro...,tabaco, roble, café,2737245
cuero, Terroso, humo,mora, arándano, ciruela,roble, vainilla, tabaco,1157017
fresa, cereza, arándano...,minerales, Terroso, hon...,cedro, clavo de olor, v...,1511669
ciruela, mora, arándano,roble, tabaco, vainilla,Terroso, cuero, mineral...,1884031
ciruela, arándano, mora,chocolate, vainilla, ta...,cereza, cereza roja, fr...,2594114
Terroso, cuero, hongo,cereza, cereza roja, fr...,tabaco, cedro, clavo de...,5074610
cereza, frutos rojos, f...,miel, cuero, humo,bebida cola, roble, vai...,1125987
cereza, frambuesa, fres...,roble, tabaco, tabaco d...,regaliz, pimienta, pimi...,1200905
roble, vainilla, cedro,casis, fruta negra, cer...,hinojo, regaliz, menta,81777
frutos rojos, cereza, f...,roble, nuez moscada, va...,suelo del bosque, miner...,,2043892
fruta negra, ciruela, c...,cuero, alquitrán, Terro...,arándano rojo, cereza, ...,2906306
cereza, fresa, arándano...,tomate, pimiento verde,,hierbas secas,,,4644927
cereza, arándano rojo, ...,cereza negra, mora, mer...,tabaco, vainilla,,6328100
chocolate, roble, tabac...,cuero, Terroso, humo,ciruela, cereza negra, ...,1166552
roble, vainilla, chocol...,ciruela, frutos del bos...,,cuero, Terroso, humo,1556378
menta, canela, eucalipt...,cereza negra, mora, cas...,Carne adobada, Terroso,...,1132560
mora, arándano, frutos ...,roble, tabaco, vainilla,cuero, humo, Terroso,2138604
mermelada de baya,,,pasas de uva negras,,,acacia,,,4967983
cereza, frambuesa, fres...,roble, vainilla, nuez m...,suelo del bosque, miner...,,1208976
casis, ciruela, mora,roble, tabaco, vainilla,cuero, Terroso, suelo d...,1217970
chocolate, roble, tabac...,cuero, Terroso, humo,mora, arándano, frutos ...,86934
regaliz, hoja de laurel...,,casis, arándano, mora,Terroso, grafito, sal,2006737
cereza roja, cereza, fr...,humo, hongo, grafito,cedro, café,,6179398
fresa, frambuesa, fruto...,roble, chocolate, cedro,suelo del bosque, humo,...,1218911
minerales, tiza, Terros...,cereza negra, ciruela, ...,roble, caramelo, cedro,1847304
tabaco, cigarro, roble,cuero, alquitrán, aceto...,cereza, frutos rojos, f...,1100996
fresa, cereza, ponche d...,suelo del bosque, Terro...,,pimienta, canela, mento...,2134093
carbón de leña, cacao, ...,chocolate, café, roble,fruta negra, arándano,,11168547
aceituna negra, cereza ...,,cuero, Terroso, hongo,pimienta, caramelo de r...,,4891302
cuero, humo, alquitrán,cereza, frutos rojos, c...,roble, tabaco, vainilla,1108995
Terroso, hongo, suelo d...,arándano rojo, frambues...,,mermelada,,,10011987
café, roble,,mora,,,cereza, ciruela roja,,4196934
cuero, Terroso, alquitr...,cereza, frutos rojos, f...,tabaco, roble, chocolat...,84775
roble, café, vainilla,mora, casis, fruta negr...,aceto balsámico, Terros...,,5905758
cuero, alquitrán, humo,tabaco, roble, clavo de...,cereza, fresa, frutos r...,1170702
arándano rojo, frambues...,,roble, clavo de olor, t...,hierro, humo, suelo del...,5406656
frambuesa, cereza, fres...,Terroso, suelo del bosq...,,roble, cedro, vainilla,2840
fruta negra, mora, ciru...,mentol, pimienta, hierb...,chocolate, chocolate am...,,1189128
roble, vainilla, chocol...,mora, ciruela, frutos d...,cuero, humo, Terroso,1135642
cereza, frutos rojos, f...,cuero, alquitrán, Terro...,tabaco, roble, vainilla,1167978
mora, ciruela, fruta ne...,roble, chocolate, vaini...,pimienta, regaliz, euca...,1268
cuero, Terroso, alquitr...,roble, tabaco, cedro,cereza, frutos rojos, f...,87095
alquitrán, cuero, miner...,cereza, cereza roja, fr...,regaliz, menta, mentol,87113
roble, vainilla, chocol...,fruta negra, mora, arán...,cuero, aceto balsámico,...,76429
tabaco, roble, vainilla,ciruela, casis, mora,pimienta, pimienta blan...,,1521195
Terroso, suelo del bosq...,,cereza, frambuesa, frut...,mora, mermelada de baya...,,2791379
hongo, Terroso, mineral...,cereza, frutos rojos, f...,roble, vainilla, mezcla...,6385867
roble, tabaco, vainilla,mora, ciruela, fruta ne...,cuero, humo, Terroso,1876294
roble, tabaco, vainilla,cuero, Terroso, humo,ciruela, mora, fruta ne...,77137
roble, chocolate, tabac...,fruta negra, cereza neg...,,cuero, Terroso, mineral...,67064
roble, chocolate, vaini...,cuero, grafito, Terroso,fruta negra, mora, frut...,1450977
mora, ciruela, frutos d...,Terroso, minerales, sue...,roble, tabaco, vainilla,1632340
roble, vainilla,,frutos rojos,,,cítrico,,,2716661
cereza negra, ciruela,,cedro, vainilla,,cacao,,,4260045
roble, vainilla, tabaco,cuero, Terroso, humo,ciruela, mora, fruta ne...,77136
caramelo, roble, tofi,almendra, almendra tost...,,humo,,,7087248
roble, vainilla, chocol...,mora, ciruela, casis,cereza, frambuesa, cere...,6006178
roble, vainilla,,cereza,,,No disponible,,,5806244
No disponible,,,No disponible,,,No disponible,,,5734209
frutos del bosque,,,No disponible,,,No disponible,,,6351120
roble, tabaco, vainilla,mora, fruta negra, ciru...,cereza, frutos rojos, f...,6007664
No disponible,,,No disponible,,,No disponible,,,3373694
No disponible,,,No disponible,,,No disponible,,,10137045
minerales, Terroso, hum...,frambuesa, fresa, cerez...,vainilla, bebida cola, ...,5599210
eucalipto, hinojo, rega...,grafito,,,roble, vainilla,,2257708
cereza negra, fruta neg...,,cacao, humo,,vainilla,,,8447360
frutos rojos, fresa, ce...,ciruela, mora, fruta ne...,roble, chocolate, clavo...,3508662
Terroso, cuero, tiza,cereza negra, fruta neg...,,chocolate, roble, tabac...,3700058
chocolate, roble, tabac...,mora, fruta negra, ciru...,cereza, frambuesa, cere...,1237418
roble, tabaco, chocolat...,cereza, frutos rojos,,humo,,,2307840
roble, chocolate, vaini...,mora, fruta negra, frut...,frambuesa, cereza roja,...,3290562
Terroso, cuero, aceto b...,chocolate amargo, vaini...,,frutos del bosque, ciru...,,2927323
cereza, frambuesa, fres...,Terroso, cuero, mineral...,cereza negra, ciruela, ...,2093512
frambuesa, frutos rojos,,cacao,,,mezcla de especias para...,,,11286718
mora, arándano, ciruela,chocolate, café, tabaco,suelo del bosque, cuero,,9334954
vainilla, roble, tabaco,cereza, frutos rojos, f...,cuero, Terroso, hongo,2581881
ciruela, mora, casis,roble, cedro, tabaco,cuero, Terroso, virutas...,1175790
ciruela, mora, casis,roble, vainilla, chocol...,pimienta, canela, menta,5441101
roble, tabaco, chocolat...,mora, fruta negra, ciru...,Terroso, humo, corteza ...,6675437
roble, tabaco, vainilla,cereza, frambuesa, frut...,cuero, Terroso, humo,94968
cereza, frambuesa, frut...,cuero, Terroso, mineral...,tabaco, roble, caramelo,2418854
humo, minerales, Terros...,cereza, frutos rojos, f...,cedro, roble, vainilla,5516091
cereza, frambuesa, frut...,minerales, cacao, humo,violeta, hibiscos, liri...,5343039
casis, mora, fruta negr...,roble, tabaco, chocolat...,cuero, humo, Terroso,2051405
roble, vainilla, chocol...,fruta negra, mora, frut...,cuero, aceto balsámico,...,1385716
cereza, frutos rojos, f...,Terroso, hongo, cuero,roble, chocolate, cedro,1654981
No disponible,,,No disponible,,,No disponible,,,11452534
No disponible,,,No disponible,,,No disponible,,,7895635
fresa, frambuesa, cerez...,Terroso, cuero, mineral...,ciruela, frutos del bos...,,5006894
granada, grosella roja,...,No disponible,,,No disponible,,,10817954
tabaco, roble, chocolat...,mora, ciruela, cereza n...,cuero, Terroso, humo,27364
roble, vainilla, tabaco,mora, cereza negra, ará...,cereza, frutos rojos, f...,1153856
cereza, fresa, frutos r...,roble, tabaco, vainilla,suelo del bosque, cuero...,,2434564
frutos rojos, fresa, ce...,cuero, minerales, alqui...,roble, café, pimienta d...,3291518
cereza, fresa, frutos r...,cuero, Terroso, alquitr...,roble, tabaco, vainilla,1282732
cuero, Terroso, humo,cereza, frutos rojos, f...,roble, tabaco, vainilla,77475
mora, cereza negra, cas...,cuero, cacao, Carne ado...,tabaco, roble, vainilla,2170547
frambuesa, cereza, frut...,Terroso, cuero, humo,chocolate, chocolate am...,,1851609
cuero, Terroso, mineral...,tabaco, café, bebida co...,mora, ciruela, cereza n...,2853334
cereza, fresa, frutos r...,cuero, Terroso, hongo,tabaco, roble, vainilla,2921532
roble, tabaco, vainilla,mora, fruta negra, ciru...,cereza, fresa, frambues...,1637573
mora, ciruela, cereza n...,roble, vainilla, coco,cereza, frambuesa, frut...,7101275
frutos rojos, cereza, f...,lavanda, perfume, viole...,chocolate, caramelo, ro...,2085050
cereza,,,pimiento,,,No disponible,,,8891069
mora, ciruela, fruta ne...,roble, vainilla, chocol...,cuero, minerales, Terro...,1207249
canela, eucalipto, pimi...,cedro, vainilla,,zarza,,,3457646
frambuesa, fresa, aránd...,Terroso, suelo del bosq...,,roble, clavo de olor, v...,1125286
cereza, frutos rojos, f...,cuero, Terroso, alquitr...,roble, tabaco, vainilla,1795
tabaco, roble, vainilla,fruta negra, frutos del...,,cuero, minerales, espec...,2055586
humo, Terroso, grafito,frutos rojos, frambuesa...,,casis, fruta negra, mor...,1676073
fresa, cereza, frutos r...,roble, vainilla, tabaco,aceto balsámico, Terros...,,1529217
pimienta, eucalipto,,arándano, frutos del bo...,,Terroso,,,7245522
No disponible,,,No disponible,,,No disponible,,,12945040
fresa, fresa fresca, fr...,hongo,,,No disponible,,,2914255
casis, ciruela, fruta n...,roble, chocolate, café,frutos rojos, fresa,,3023190
cereza, frambuesa, frut...,mora, frutos del bosque...,,pimienta, mentol, menta,2287247
roble, vainilla, tabaco,cereza, frutos rojos,,mora, frutos del bosque,,1737214
roble, vainilla, tabaco,cereza, frutos rojos, f...,mora, frutos del bosque...,,1817730
Terroso, minerales,,frutos del bosque,,,No disponible,,,1417979
chocolate, coco, roble,cacao, Terroso, carne a...,mora, mermelada,,1875381
roble, chocolate, vaini...,cereza, frambuesa, frut...,ciruela, mora, cereza n...,2500972
cedro, vainilla,,cereza, frutos rojos,,mora,,,2552822
No disponible,,,No disponible,,,No disponible,,,2607484
queso,,,No disponible,,,No disponible,,,2215303
roble, vainilla, café,cereza, cereza roja, fr...,humo, Terroso, cuero,2469906
roble, vainilla, chocol...,ciruela, mora, frutos d...,cereza, frutos rojos, f...,1238862
fresa, frutos rojos,,Terroso,,,zarza,,,2314578
cereza, fresa, frutos r...,vainilla, roble, chocol...,ciruela, mora, cereza n...,1512980
roble, vainilla, manteq...,frambuesa, cereza roja,,pimienta,,,2447022
roble, vainilla,,mora,,,No disponible,,,5293058
roble, café, vainilla,pimienta, anís, regaliz,cuero, trufa negra,,2412016
cereza,,,pera,,,azúcar morena,,,1610127
ciruela, mora, fruta ne...,cereza, frambuesa, frut...,roble, tabaco, chocolat...,1201658
cereza, arándano rojo, ...,mora, casis, ciruela,roble, vainilla, cedro,72304
No disponible,,,No disponible,,,No disponible,,,4560854
No disponible,,,No disponible,,,No disponible,,,1825919
No disponible,,,No disponible,,,No disponible,,,1862804
No disponible,,,No disponible,,,No disponible,,,2259359
No disponible,,,No disponible,,,No disponible,,,1139508
No disponible,,,No disponible,,,No disponible,,,1212008
No disponible,,,No disponible,,,No disponible,,,1191946
No disponible,,,No disponible,,,No disponible,,,1143043
No disponible,,,No disponible,,,No disponible,,,1133040
No disponible,,,No disponible,,,No disponible,,,87833
No disponible,,,No disponible,,,No disponible,,,7048422
No disponible,,,No disponible,,,No disponible,,,2487987
No disponible,,,No disponible,,,No disponible,,,2457536
No disponible,,,No disponible,,,No disponible,,,3738568
No disponible,,,No disponible,,,No disponible,,,2200683
No disponible,,,No disponible,,,No disponible,,,3874203
No disponible,,,No disponible,,,No disponible,,,1150230
No disponible,,,No disponible,,,No disponible,,,3999792
No disponible,,,No disponible,,,No disponible,,,1561701
No disponible,,,No disponible,,,No disponible,,,1785909
No disponible,,,No disponible,,,No disponible,,,3963371
No disponible,,,No disponible,,,No disponible,,,1391712
No disponible,,,No disponible,,,No disponible,,,1639509
No disponible,,,No disponible,,,No disponible,,,1785912
No disponible,,,No disponible,,,No disponible,,,2015895
ciruela, fruta negra, m...,vainilla, chocolate, ro...,miel, Terroso, cuero,11886
ciruela, mora, cereza n...,roble, vainilla, nuez m...,Terroso, cuero,,11872
roble, vainilla, tabaco,cereza, frutos rojos, f...,mora, ciruela, frutos d...,1189766
cereza roja, frutos roj...,,caramelo, vainilla,,mora, ciruela,,6369534
pimienta,,,manzana,,,vainilla,,,5841659
roble, vainilla, tabaco,ciruela, mora, frutos d...,cereza, frambuesa, cere...,6718126
roble, chocolate con le...,,cereza, frambuesa,,casis, cereza negra, mo...,1647501
No disponible,,,No disponible,,,No disponible,,,7585248
roble, vainilla, chocol...,ciruela, casis, mora,cuero, cacao, humo,6631986
chocolate, vainilla, ro...,mora, ciruela, casis,cereza, frutos rojos, f...,1694823
roble, vainilla, chocol...,mora, ciruela, casis,cereza, frambuesa, frut...,1268490
roble, vainilla, café,ciruela, casis, mora,humo, Terroso, Carne de...,2256240
roble, tabaco, vainilla,humo, aceto balsámico, ...,frutos del bosque, acei...,,1490671
mora, ciruela, fruta ne...,roble, chocolate, vaini...,cereza, fresa, frutos r...,2037207
roble, vainilla, chocol...,pimienta,,,Terroso, cuero,,1203173
roble, tabaco, cigarro,fruta negra, mora, casi...,Terroso, humo, cuero,1227601
chocolate, clavo de olo...,,mora, fruta negra,,cuero, humo,,2290241
casis, ciruela, mulberr...,roble, tabaco,,humo, cuero, hongo,1692265
mora, ciruela, arándano,cereza, frutos rojos, f...,roble, chocolate, tabac...,1721019
roble, vainilla, tabaco,mora, ciruela, frutos d...,cereza, frutos rojos, f...,779027
roble, vainilla, chocol...,cereza, frutos rojos, f...,ciruela, mora, cereza n...,20796
